Country,categories,2016,2017,2018,2019,2020
CV,Expenditure on old age,,,,,
CV,Expenditure on outpatient services,,,,,
CV,Expenditure on police services,,,,,
CV,Expenditure on pollution abatement,,,,,
CV,Expenditure on post-secondary non-tertiary education,,,,,
CV,Expenditure on pre-primary & primary education,,,,,
CV,Expenditure on prisons,,,,,
CV,Expenditure on public health services,,,,,
CV,Expenditure on public order & safety,,,,,
CV,"Expenditure on recreation, culture, & religion",,,,,
CV,Expenditure on recreational & sporting services,,,,,
CV,Expenditure on religious & community services,,,,,
CV,Expenditure on secondary education,,,,,
CV,Expenditure on sickness  & disability,,,,,
CV,Expenditure on social protection,,,,,
CV,Expenditure on street lighting,,,,,
CV,Expenditure on subsidiary services to education,,,,,
CV,Expenditure on survivors,,,,,
CV,Expenditure on tertiary education,,,,,
CV,Expenditure on transport,,,,,
CV,Expenditure on unemployment,,,,,
CV,Expenditure on waste management,,,,,
CV,Expenditure on waste water management,,,,,
CV,Expenditure on water supply,,,,,
CY,Expenditure,37.4525,36.7591,43.0503,39.6238,46.6597
CY,"Expenditure on agriculture, fishing, forestry, & hunting",0.7549,0.5452,0.5286,0.5811,0.6473
CY,Expenditure on biodiversity & landscape protection,0.0058,0.005,0.0061,0.009,0.0259
CY,Expenditure on broadcasting & publishing ,0.205,0.1988,0.1908,0.2015,0.179
CY,Expenditure on civil defense,0.0264,0.0214,0.0215,0.0238,0.0297
CY,Expenditure on communication,0.1247,0.1218,0.1255,0.1211,0.1334
CY,Expenditure on community development,0.5811,0.6382,0.6131,0.6443,0.7442
CY,Expenditure on cultural services,0.2483,0.2425,0.2226,0.2387,0.2577
CY,Expenditure on defense,1.5442,2.0676,1.8658,1.7647,1.9476
CY,Expenditure on economic affairs,2.6261,2.4523,9.8061,4.4941,5.7584
CY,"Expenditure on economic, commercial, & labour affairs",0.3212,0.3683,7.7746,2.5046,3.4601
CY,Expenditure on education,5.4809,5.2982,5.082,5.3542,6.0603
CY,Expenditure on education not definable by level,0.457,0.4175,0.3756,0.3751,0.4151
CY,Expenditure on environment protection,0.2446,0.2763,0.2604,0.2773,0.357
CY,Expenditure on family & children,3.0006,2.8643,2.7612,2.6661,3.068
CY,Expenditure on fire protection services,0.1384,0.1496,0.1694,0.1687,0.1727
CY,Expenditure on foreign military aid,0.0903,0.0746,0.0705,0.0713,0.0734
CY,Expenditure on fuel & energy,0.2779,0.2197,0.1717,0.1817,0.2289
CY,Expenditure on general public services,7.8534,7.3942,7.0411,7.4599,7.9028
CY,Expenditure on health,2.5083,2.5164,2.6544,3.664,6.127
CY,Expenditure on hospital services,1.8141,1.8097,1.9013,2.1555,3.3305
CY,Expenditure on housing,0.0026,0.002,0.0037,0.0004,0.0206
CY,Expenditure on housing & community amenities,1.4501,1.5303,1.5019,1.5534,1.5623
CY,Expenditure on housing development,0.1268,0.1143,0.1255,0.1252,0.1344
CY,Expenditure on law courts,0.1215,0.1302,0.1624,0.1364,0.1607
CY,"Expenditure on medical products, appliances, & equip",0.5568,0.5601,0.6112,0.8144,1.0057
CY,Expenditure on military defense,1.4274,1.9717,1.7739,1.6696,1.8445
CY,"Expenditure on mining, manufacturing, & construction",0.018,0.0189,0.0075,0.0117,0.0437
CY,Expenditure on old age,5.9067,5.8057,5.9969,6.1237,6.8381
CY,Expenditure on outpatient services,0.0882,0.087,0.0523,0.5986,1.5796
CY,Expenditure on police services,1.2843,1.2724,1.2696,1.3115,1.4889
CY,Expenditure on pollution abatement,0.0401,0.0199,0.0168,0.0179,0.0182
CY,Expenditure on post-secondary non-tertiary education,0.0079,0.0075,0.0009,0.0009,0.0005
CY,Expenditure on pre-primary & primary education,1.7513,1.5984,1.5854,1.7405,2.0647
CY,Expenditure on prisons,0.0755,0.0726,0.0747,0.0758,0.0902
CY,Expenditure on public health services,0.0069,0.0084,0.0369,0.0381,0.1382
CY,Expenditure on public order & safety,1.6324,1.6367,1.6881,1.7041,1.9222
CY,"Expenditure on recreation, culture, & religion",0.8659,0.8663,0.8254,0.9346,0.9376
CY,Expenditure on recreational & sporting services,0.2789,0.2972,0.2874,0.3706,0.3671
CY,Expenditure on religious & community services,0.1268,0.1228,0.1194,0.1185,0.1281
CY,Expenditure on secondary education,1.9325,1.8703,1.829,1.8769,2.1453
CY,Expenditure on sickness  & disability,0.523,0.4587,0.4768,0.4298,0.4683
CY,Expenditure on social protection,13.2467,12.7207,12.3251,12.4175,14.0845
CY,Expenditure on street lighting,0.0243,0.0144,0.0159,0.0552,0.0221
CY,Expenditure on subsidiary services to education,0.2921,0.4001,0.3784,0.337,0.3455
CY,Expenditure on survivors,1.4633,1.4289,1.3811,1.3793,1.5542
CY,Expenditure on tertiary education,0.8585,0.9488,0.8725,0.9849,1.07
CY,Expenditure on transport,0.6139,0.6799,0.6331,0.6102,0.7567
CY,Expenditure on unemployment,0.7708,0.5706,0.4857,0.498,0.6852
CY,Expenditure on waste management,0.1986,0.2038,0.2142,0.227,0.2447
CY,Expenditure on waste water management,0.0,0.0477,0.0233,0.0233,0.0681
CY,Expenditure on water supply,0.6524,0.6968,0.6663,0.6537,0.5816
CZ,Expenditure,39.7034,38.9497,40.5591,41.0131,47.1489
CZ,"Expenditure on agriculture, fishing, forestry, & hunting",0.4598,0.4785,0.5031,0.5211,0.5303
CZ,Expenditure on biodiversity & landscape protection,0.1977,0.2074,0.2338,0.216,0.2324
CZ,Expenditure on broadcasting & publishing ,0.2058,0.1781,0.1777,0.1725,0.1652
CZ,Expenditure on civil defense,0.0028,0.0045,0.0043,0.0033,0.0277
CZ,Expenditure on communication,0.0161,0.0134,0.0475,0.0218,0.0193
CZ,Expenditure on community development,0.0898,0.1005,0.2752,0.206,0.1883
CZ,Expenditure on cultural services,0.5657,0.5615,0.6538,0.6374,0.6515
CZ,Expenditure on defense,0.7196,0.8008,0.8638,0.8766,1.0209
CZ,Expenditure on economic affairs,6.0602,5.7604,5.918,6.0858,7.2295
CZ,"Expenditure on economic, commercial, & labour affairs",0.4412,0.368,0.3949,0.3715,0.952
CZ,Expenditure on education,3.9441,4.0648,4.57,4.8571,5.0777
CZ,Expenditure on education not definable by level,0.085,0.086,0.0991,0.1041,0.1128
CZ,Expenditure on environment protection,0.7492,0.8017,0.8517,0.8341,0.9035
CZ,Expenditure on family & children,1.5428,1.5183,1.6101,1.6163,1.8693
CZ,Expenditure on fire protection services,0.2423,0.2464,0.2799,0.2717,0.2981
CZ,Expenditure on foreign military aid,0.0348,0.0291,0.0245,0.0269,0.017
CZ,Expenditure on fuel & energy,1.0093,0.971,0.9154,0.8757,0.9062
CZ,Expenditure on general public services,4.5092,4.1661,4.3863,4.3097,5.1024
CZ,Expenditure on health,7.4182,7.3866,7.4867,7.5524,9.1989
CZ,Expenditure on hospital services,3.2961,3.3612,3.486,3.5318,4.3439
CZ,Expenditure on housing,0.2549,0.2172,0.1784,0.1505,0.1514
CZ,Expenditure on housing & community amenities,0.5877,0.5852,0.7715,0.661,0.6548
CZ,Expenditure on housing development,0.251,0.2666,0.2675,0.2259,0.1987
CZ,Expenditure on law courts,0.3093,0.2984,0.3005,0.3092,0.3272
CZ,"Expenditure on medical products, appliances, & equip",0.9247,0.886,0.8777,0.8636,0.888
CZ,Expenditure on military defense,0.6302,0.7073,0.7721,0.7786,0.8966
CZ,"Expenditure on mining, manufacturing, & construction",0.0142,0.0165,0.0156,0.0127,0.0086
CZ,Expenditure on old age,7.3971,7.2418,7.236,7.3417,8.2221
CZ,Expenditure on outpatient services,1.5848,1.5459,1.5286,1.5782,1.8237
CZ,Expenditure on police services,0.8657,0.8755,0.9428,0.9766,1.0275
CZ,Expenditure on pollution abatement,0.0099,0.0077,0.0064,0.0281,0.0419
CZ,Expenditure on post-secondary non-tertiary education,0.0203,0.0206,0.0225,0.0241,0.0262
CZ,Expenditure on pre-primary & primary education,0.9557,0.9987,1.0812,1.1409,1.2612
CZ,Expenditure on prisons,0.1672,0.1779,0.188,0.1902,0.1998
CZ,Expenditure on public health services,1.3415,1.3201,1.3134,1.2869,1.8289
CZ,Expenditure on public order & safety,1.7256,1.7474,1.8583,1.8914,2.1377
CZ,"Expenditure on recreation, culture, & religion",1.2876,1.3074,1.4741,1.4259,1.4434
CZ,Expenditure on recreational & sporting services,0.3724,0.4177,0.4807,0.4573,0.4773
CZ,Expenditure on religious & community services,0.0411,0.0467,0.0365,0.0324,0.0309
CZ,Expenditure on secondary education,1.7067,1.7791,2.0116,2.1954,2.3177
CZ,Expenditure on sickness  & disability,2.0833,2.0692,2.1271,2.2091,2.6948
CZ,Expenditure on social protection,12.702,12.3295,12.3788,12.5192,14.38
CZ,Expenditure on street lighting,0.0819,0.0856,0.0877,0.0889,0.097
CZ,Expenditure on subsidiary services to education,0.1937,0.2026,0.2207,0.2393,0.2225
CZ,Expenditure on survivors,0.5682,0.5374,0.5203,0.5096,0.6051
CZ,Expenditure on tertiary education,0.6675,0.6397,0.7975,0.7595,0.7512
CZ,Expenditure on transport,3.4505,3.2044,3.422,3.588,4.0827
CZ,Expenditure on unemployment,0.1783,0.1581,0.1429,0.1433,0.2176
CZ,Expenditure on waste management,0.2756,0.2753,0.2928,0.2858,0.298
CZ,Expenditure on waste water management,0.2005,0.2454,0.2504,0.2348,0.2614
CZ,Expenditure on water supply,0.0977,0.0962,0.1007,0.1032,0.1286
DE,Expenditure,44.2809,44.1158,44.2738,44.9453,50.7959
DE,"Expenditure on agriculture, fishing, forestry, & hunting",0.1919,0.1959,0.2021,0.197,0.2236
DE,Expenditure on biodiversity & landscape protection,0.0476,0.0494,0.0476,0.0514,0.0576
DE,Expenditure on broadcasting & publishing ,0.3165,0.3101,0.3111,0.2881,0.2954
DE,Expenditure on civil defense,0.0,0.0,0.0,0.0,0.0
DE,Expenditure on communication,0.0144,0.0141,0.0139,0.0172,0.0206
DE,Expenditure on community development,0.1965,0.1881,0.1963,0.201,0.2197
DE,Expenditure on cultural services,0.3757,0.379,0.3791,0.3874,0.4545
DE,Expenditure on defense,0.9758,1.0168,1.0451,1.0557,1.1042
DE,Expenditure on economic affairs,3.194,3.1741,3.299,3.2513,4.6259
DE,"Expenditure on economic, commercial, & labour affairs",0.5879,0.5019,0.6178,0.513,0.7694
DE,Expenditure on education,4.1969,4.1825,4.2634,4.3391,4.6645
DE,Expenditure on education not definable by level,0.0866,0.09,0.09,0.0915,0.0951
DE,Expenditure on environment protection,0.556,0.548,0.5758,0.6008,0.6823
DE,Expenditure on family & children,1.7575,1.7201,1.7306,1.7337,2.1753
DE,Expenditure on fire protection services,0.248,0.2463,0.2511,0.2676,0.3146
DE,Expenditure on foreign military aid,0.0608,0.0632,0.0624,0.0689,0.0693
DE,Expenditure on fuel & energy,0.1353,0.1193,0.1103,0.1311,0.1693
DE,Expenditure on general public services,5.7073,5.6777,5.6396,5.7274,6.05
DE,Expenditure on health,7.203,7.1225,7.1743,7.303,8.5123
DE,Expenditure on hospital services,2.7873,2.7391,2.748,2.7761,2.9508
DE,Expenditure on housing,0.3461,0.3501,0.3257,0.3174,0.2667
DE,Expenditure on housing & community amenities,0.3737,0.3747,0.3934,0.4222,0.4824
DE,Expenditure on housing development,0.0655,0.0736,0.0856,0.1072,0.1301
DE,Expenditure on law courts,0.3861,0.383,0.3862,0.3871,0.3959
DE,"Expenditure on medical products, appliances, & equip",1.6224,1.6062,1.6081,1.6553,1.7876
DE,Expenditure on military defense,0.8753,0.9139,0.9416,0.9432,0.9868
DE,"Expenditure on mining, manufacturing, & construction",0.1505,0.1541,0.1459,0.1496,0.1684
DE,Expenditure on old age,9.2729,9.3755,9.3912,9.5919,10.3269
DE,Expenditure on outpatient services,2.1511,2.1475,2.1757,2.2254,2.3998
DE,Expenditure on police services,0.7434,0.7536,0.7646,0.7568,0.8112
DE,Expenditure on pollution abatement,0.1293,0.15,0.1631,0.1702,0.2144
DE,Expenditure on post-secondary non-tertiary education,0.0715,0.0713,0.0705,0.0702,0.0744
DE,Expenditure on pre-primary & primary education,1.2643,1.2833,1.3312,1.3808,1.4947
DE,Expenditure on prisons,0.0954,0.0952,0.0967,0.0941,0.0988
DE,Expenditure on public health services,0.0629,0.0631,0.0644,0.0714,0.1764
DE,Expenditure on public order & safety,1.5498,1.5572,1.581,1.5958,1.7156
DE,"Expenditure on recreation, culture, & religion",1.0184,1.0266,1.0372,1.0297,1.1382
DE,Expenditure on recreational & sporting services,0.2351,0.2426,0.2507,0.2557,0.2833
DE,Expenditure on religious & community services,0.0214,0.023,0.0214,0.0229,0.0242
DE,Expenditure on secondary education,1.5423,1.5428,1.558,1.5583,1.6555
DE,Expenditure on sickness  & disability,3.1293,3.1533,3.1792,3.2548,3.428
DE,Expenditure on social protection,19.5062,19.4357,19.2648,19.6203,21.8203
DE,Expenditure on street lighting,0.0145,0.0145,0.0131,0.0115,0.0119
DE,Expenditure on subsidiary services to education,0.3581,0.3282,0.3328,0.3755,0.423
DE,Expenditure on survivors,1.8607,1.8512,1.8532,1.8927,2.0274
DE,Expenditure on tertiary education,0.8219,0.8132,0.8244,0.7994,0.849
DE,Expenditure on transport,1.517,1.582,1.5981,1.6291,1.7886
DE,Expenditure on unemployment,1.6096,1.5984,1.5081,1.515,2.1661
DE,Expenditure on waste management,0.1664,0.1631,0.1627,0.167,0.1768
DE,Expenditure on waste water management,0.134,0.1058,0.1199,0.1277,0.139
DE,Expenditure on water supply,0.029,0.0295,0.0307,0.0317,0.033
DK,Expenditure,52.4786,50.5495,50.5483,49.5169,53.4345
DK,"Expenditure on agriculture, fishing, forestry, & hunting",0.1476,0.1522,0.1587,0.1759,0.2643
DK,Expenditure on biodiversity & landscape protection,0.1982,0.1829,0.1898,0.1745,0.1875
DK,Expenditure on broadcasting & publishing ,0.2342,0.2224,0.2076,0.2107,0.215
DK,Expenditure on civil defense,0.0401,0.0472,0.0276,0.023,0.025
DK,Expenditure on communication,0.0013,0.0004,0.0661,0.0099,0.0084
DK,Expenditure on community development,0.0,0.0,0.0,0.0,0.0
DK,Expenditure on cultural services,0.6596,0.6431,0.5854,0.5654,0.6186
DK,Expenditure on defense,1.1126,1.1665,1.1809,1.1313,1.1649
DK,Expenditure on economic affairs,3.2801,3.2517,3.2853,3.1209,5.0907
DK,"Expenditure on economic, commercial, & labour affairs",0.6083,0.579,0.5737,0.6364,2.0869
DK,Expenditure on education,6.7953,6.4381,6.3936,6.3116,6.381
DK,Expenditure on education not definable by level,0.1137,0.1072,0.1109,0.1136,0.1336
DK,Expenditure on environment protection,0.4032,0.4044,0.3967,0.3872,0.4015
DK,Expenditure on family & children,4.4422,4.3574,4.3157,4.2454,4.3626
DK,Expenditure on fire protection services,0.0688,0.0651,0.0601,0.0582,0.0617
DK,Expenditure on foreign military aid,0.0038,0.0038,0.0037,0.0031,0.0032
DK,Expenditure on fuel & energy,0.4055,0.4308,0.4072,0.3953,0.448
DK,Expenditure on general public services,6.5931,5.9053,6.3356,5.9255,6.2704
DK,Expenditure on health,8.4362,8.3232,8.2942,8.3137,8.9222
DK,Expenditure on hospital services,5.9791,5.9155,5.8576,5.7514,6.2434
DK,Expenditure on housing,0.6818,0.6667,0.6579,0.656,0.6705
DK,Expenditure on housing & community amenities,0.2558,0.2089,0.2295,0.1987,0.1517
DK,Expenditure on housing development,0.2444,0.1934,0.2139,0.1852,0.1378
DK,Expenditure on law courts,0.1628,0.1506,0.1524,0.1602,0.1652
DK,"Expenditure on medical products, appliances, & equip",0.5756,0.5478,0.5393,0.5496,0.5739
DK,Expenditure on military defense,1.0379,1.0927,1.1286,1.0836,1.1149
DK,"Expenditure on mining, manufacturing, & construction",0.001,0.0008,0.0008,0.0008,0.0008
DK,Expenditure on old age,8.2511,8.1838,8.2182,8.32,8.45
DK,Expenditure on outpatient services,1.1758,1.1717,1.2086,1.2209,1.2268
DK,Expenditure on police services,0.5472,0.5285,0.5426,0.5645,0.5819
DK,Expenditure on pollution abatement,0.0426,0.0498,0.0334,0.0347,0.0331
DK,Expenditure on post-secondary non-tertiary education,0.0,0.0,0.0,0.0,0.0
DK,Expenditure on pre-primary & primary education,1.9973,1.9564,2.9135,2.8637,2.9174
DK,Expenditure on prisons,0.1858,0.1738,0.1666,0.1682,0.1681
DK,Expenditure on public health services,0.1407,0.148,0.1341,0.133,0.1912
DK,Expenditure on public order & safety,0.9805,0.9339,0.94,0.9702,0.9968
DK,"Expenditure on recreation, culture, & religion",1.7297,1.6885,1.6239,1.603,1.6891
DK,Expenditure on recreational & sporting services,0.3882,0.3759,0.3857,0.3911,0.3945
DK,Expenditure on religious & community services,0.4323,0.4247,0.4236,0.4175,0.4449
DK,Expenditure on secondary education,2.7427,2.6233,1.602,1.557,1.5571
DK,Expenditure on sickness  & disability,4.5357,4.4053,4.336,4.3261,4.599
DK,Expenditure on social protection,22.8922,22.229,21.8686,21.5548,22.3661
DK,Expenditure on street lighting,0.0,0.0,0.0,0.0,0.0
DK,Expenditure on subsidiary services to education,0.0572,0.0601,0.0582,0.0594,0.0584
DK,Expenditure on survivors,0.0073,0.0067,0.0084,0.0126,0.0122
DK,Expenditure on tertiary education,1.7427,1.5587,1.5785,1.5819,1.5846
DK,Expenditure on transport,1.9437,1.9196,1.8913,1.7468,2.0599
DK,Expenditure on unemployment,2.4131,2.2455,2.0375,1.9246,2.1467
DK,Expenditure on waste management,0.0259,0.0368,0.0394,0.0438,0.0433
DK,Expenditure on waste water management,0.0091,0.01,0.0103,0.0119,0.0139
DK,Expenditure on water supply,0.0,0.0,0.0,0.0,0.0
EE,Expenditure,39.3914,39.2227,39.4342,39.4335,45.8842
EE,"Expenditure on agriculture, fishing, forestry, & hunting",0.5233,0.5538,0.478,0.4388,0.4163
EE,Expenditure on biodiversity & landscape protection,0.1067,0.2001,0.0887,0.106,0.0906
EE,Expenditure on broadcasting & publishing ,0.2699,0.2161,0.2061,0.1998,0.2031
EE,Expenditure on civil defense,0.0,0.0,0.0,0.0,0.0004
EE,Expenditure on communication,0.0363,0.034,0.0252,0.031,0.0421
EE,Expenditure on community development,0.0805,0.0751,0.0686,0.0754,0.0771
EE,Expenditure on cultural services,1.0144,1.0267,0.9648,1.0014,0.9566
EE,Expenditure on defense,2.3653,2.0375,2.0556,2.1185,2.4532
EE,Expenditure on economic affairs,4.2951,4.6858,4.0414,3.9589,5.8902
EE,"Expenditure on economic, commercial, & labour affairs",0.5095,0.3726,0.3563,0.3721,1.6773
EE,Expenditure on education,5.6585,5.6848,6.2264,6.1228,6.5829
EE,Expenditure on education not definable by level,0.286,0.2782,0.2886,0.3097,0.3119
EE,Expenditure on environment protection,0.5922,0.7355,0.7506,0.6754,0.6834
EE,Expenditure on family & children,2.3584,2.4327,2.6354,2.6648,2.8542
EE,Expenditure on fire protection services,0.2552,0.2324,0.2467,0.2542,0.2922
EE,Expenditure on foreign military aid,0.0051,0.0021,0.0023,0.0025,0.0022
EE,Expenditure on fuel & energy,0.1205,0.0579,0.0314,0.075,0.1155
EE,Expenditure on general public services,3.9572,3.8379,3.8861,3.5724,4.0392
EE,Expenditure on health,5.4024,5.2451,5.4598,5.6876,6.7085
EE,Expenditure on hospital services,3.8468,3.7909,3.9372,4.0465,4.748
EE,Expenditure on housing,0.0221,0.0206,0.0198,0.0209,0.0272
EE,Expenditure on housing & community amenities,0.3416,0.3562,0.3339,0.3858,0.4032
EE,Expenditure on housing development,0.0989,0.1141,0.1073,0.1255,0.1148
EE,Expenditure on law courts,0.3067,0.305,0.2971,0.3105,0.3227
EE,"Expenditure on medical products, appliances, & equip",0.795,0.7204,0.7549,0.7241,0.7785
EE,Expenditure on military defense,2.2903,1.9741,1.9932,2.055,2.3727
EE,"Expenditure on mining, manufacturing, & construction",0.0336,0.0243,0.0198,0.0133,0.0153
EE,Expenditure on old age,7.3074,7.0388,7.0886,7.1891,8.1809
EE,Expenditure on outpatient services,0.526,0.5295,0.5651,0.5834,0.6428
EE,Expenditure on police services,0.9872,1.0078,1.047,0.9458,1.0796
EE,Expenditure on pollution abatement,0.069,0.0978,0.2018,0.1262,0.1058
EE,Expenditure on post-secondary non-tertiary education,0.109,0.0869,0.0775,0.0815,0.0756
EE,Expenditure on pre-primary & primary education,2.1694,2.2363,2.3592,2.4614,2.7111
EE,Expenditure on prisons,0.1775,0.1678,0.1611,0.1536,0.1688
EE,Expenditure on public health services,0.0308,0.0394,0.0407,0.044,0.3078
EE,Expenditure on public order & safety,1.9124,1.9007,1.865,1.8019,2.0153
EE,"Expenditure on recreation, culture, & religion",2.0604,2.1449,1.9715,2.0348,2.0649
EE,Expenditure on recreational & sporting services,0.435,0.5534,0.5322,0.5874,0.5903
EE,Expenditure on religious & community services,0.0446,0.0508,0.0349,0.0346,0.0417
EE,Expenditure on secondary education,1.4121,1.4219,1.59,1.5834,1.7615
EE,Expenditure on sickness  & disability,2.1377,2.1172,2.1392,2.121,2.4386
EE,Expenditure on social protection,12.8058,12.5952,12.8443,13.0757,15.0429
EE,Expenditure on street lighting,0.092,0.0915,0.098,0.1071,0.1315
EE,Expenditure on subsidiary services to education,0.2828,0.2727,0.2851,0.2769,0.2944
EE,Expenditure on survivors,0.063,0.0583,0.0666,0.0638,0.0693
EE,Expenditure on tertiary education,1.0847,1.0922,1.2581,1.125,1.1254
EE,Expenditure on transport,2.6904,3.2106,2.6552,2.6312,3.0923
EE,Expenditure on unemployment,0.5798,0.5891,0.605,0.6772,1.0885
EE,Expenditure on waste management,0.1816,0.2211,0.2324,0.2524,0.2523
EE,Expenditure on waste water management,0.0745,0.0709,0.0717,0.0656,0.0723
EE,Expenditure on water supply,0.0322,0.0386,0.0201,0.0249,0.0257
ES,Expenditure,41.7894,40.5713,41.0569,41.4562,51.6711
ES,"Expenditure on agriculture, fishing, forestry, & hunting",0.2967,0.3,0.3248,0.3453,0.395
ES,Expenditure on biodiversity & landscape protection,0.0716,0.0683,0.065,0.0581,0.0662
ES,Expenditure on broadcasting & publishing ,0.1952,0.1898,0.1972,0.197,0.2138
ES,Expenditure on civil defense,0.0,0.0,0.0,0.0,0.0
ES,Expenditure on communication,0.0747,0.0736,0.0721,0.075,0.0848
ES,Expenditure on community development,0.0549,0.0564,0.0608,0.034,0.0369
ES,Expenditure on cultural services,0.4346,0.436,0.4449,0.4631,0.4935
ES,Expenditure on defense,0.9696,0.8854,0.8469,0.8381,0.9336
ES,Expenditure on economic affairs,3.6682,3.6683,3.9292,3.7795,6.318
ES,"Expenditure on economic, commercial, & labour affairs",1.0778,1.079,1.1228,1.1679,2.9104
ES,Expenditure on education,4.0412,3.9696,3.9426,3.9904,4.5945
ES,Expenditure on education not definable by level,0.0808,0.0769,0.0773,0.0799,0.0906
ES,Expenditure on environment protection,0.8349,0.8436,0.8409,0.8596,0.918
ES,Expenditure on family & children,0.744,0.763,0.8293,0.9377,1.032
ES,Expenditure on fire protection services,0.1618,0.1581,0.1619,0.1691,0.1878
ES,Expenditure on foreign military aid,0.0984,0.0961,0.0932,0.0845,0.0944
ES,Expenditure on fuel & energy,0.3705,0.3942,0.3671,0.3077,0.5118
ES,Expenditure on general public services,5.8797,5.3188,5.3749,5.2029,5.5774
ES,Expenditure on health,5.9643,5.8541,5.8877,5.989,7.4799
ES,Expenditure on hospital services,0.0169,2.4258,2.4513,2.5046,3.1656
ES,Expenditure on housing,0.0292,0.0287,0.0199,0.0211,0.0257
ES,Expenditure on housing & community amenities,0.44,0.436,0.4303,0.4195,0.4441
ES,Expenditure on housing development,0.1594,0.1502,0.1463,0.1601,0.1638
ES,Expenditure on law courts,0.3474,0.34,0.3412,0.3411,0.393
ES,"Expenditure on medical products, appliances, & equip",1.0019,0.9777,0.9693,0.9608,1.1586
ES,Expenditure on military defense,0.8481,0.7759,0.7382,0.7424,0.8277
ES,"Expenditure on mining, manufacturing, & construction",0.038,0.0577,0.0564,0.0545,0.0541
ES,Expenditure on old age,9.2088,9.1788,9.3607,9.5394,10.9415
ES,Expenditure on outpatient services,4.6764,2.1831,2.2013,2.2559,2.8499
ES,Expenditure on police services,1.2146,1.1613,1.1198,1.142,1.3131
ES,Expenditure on pollution abatement,0.0217,0.025,0.035,0.0479,0.0349
ES,Expenditure on post-secondary non-tertiary education,0.0004,0.0004,0.0003,0.0003,0.0004
ES,Expenditure on pre-primary & primary education,1.596,1.5538,1.5505,1.5774,1.807
ES,Expenditure on prisons,0.1601,0.1519,0.1491,0.1469,0.1672
ES,Expenditure on public health services,0.0922,0.0911,0.0898,0.0902,0.103
ES,Expenditure on public order & safety,1.9015,1.827,1.7876,1.8199,2.0845
ES,"Expenditure on recreation, culture, & religion",1.1002,1.0953,1.1183,1.1511,1.2467
ES,Expenditure on recreational & sporting services,0.3775,0.3863,0.397,0.4151,0.442
ES,Expenditure on religious & community services,0.0773,0.0682,0.0629,0.0594,0.079
ES,Expenditure on secondary education,1.5378,1.5201,1.5137,1.5239,1.7595
ES,Expenditure on sickness  & disability,2.3943,2.3938,2.4406,2.5212,3.0895
ES,Expenditure on social protection,16.9898,16.6732,16.8986,17.4062,22.0743
ES,Expenditure on street lighting,0.1118,0.1102,0.1125,0.1107,0.1157
ES,Expenditure on subsidiary services to education,0.1171,0.1196,0.1142,0.1214,0.139
ES,Expenditure on survivors,2.2935,2.2244,2.222,2.2717,2.5642
ES,Expenditure on tertiary education,0.5749,0.5598,0.5503,0.551,0.642
ES,Expenditure on transport,1.4166,1.3905,1.6032,1.4675,1.8651
ES,Expenditure on unemployment,1.8368,1.6134,1.5496,1.6141,3.769
ES,Expenditure on waste management,0.5293,0.5489,0.5441,0.5577,0.5984
ES,Expenditure on waste water management,0.1319,0.1252,0.1266,0.1287,0.14
ES,Expenditure on water supply,0.0973,0.1038,0.0962,0.0989,0.1103
FI,Expenditure,55.6188,53.6007,53.296,53.211,57.4729
FI,"Expenditure on agriculture, fishing, forestry, & hunting",0.7429,0.703,0.6969,0.6914,0.7363
FI,Expenditure on biodiversity & landscape protection,0.0322,0.0296,0.0317,0.0333,0.0584
FI,Expenditure on broadcasting & publishing ,0.2754,0.2612,0.2686,0.2499,0.2646
FI,Expenditure on civil defense,0.1016,0.0172,0.0861,0.095,-0.025
FI,Expenditure on communication,0.0161,0.0155,0.018,0.0012,0.0013
FI,Expenditure on community development,0.2308,0.213,0.2073,0.2024,0.1986
FI,Expenditure on cultural services,0.5108,0.502,0.4994,0.4861,0.5292
FI,Expenditure on defense,1.3272,1.2435,1.1916,1.15,1.3718
FI,Expenditure on economic affairs,4.5054,4.3036,4.1856,4.2066,5.2183
FI,"Expenditure on economic, commercial, & labour affairs",0.5517,0.5722,0.5979,0.6089,0.7316
FI,Expenditure on education,6.0492,5.6496,5.5485,5.6052,5.8813
FI,Expenditure on education not definable by level,0.2731,0.2488,0.2347,0.2291,0.2456
FI,Expenditure on environment protection,0.2266,0.2002,0.1979,0.1933,0.2299
FI,Expenditure on family & children,3.1505,3.0185,2.9781,3.0171,3.0963
FI,Expenditure on fire protection services,0.2731,0.2581,0.2467,0.2528,0.2519
FI,Expenditure on foreign military aid,0.0533,0.0539,0.0493,0.0416,0.0478
FI,Expenditure on fuel & energy,0.1177,0.156,0.1388,0.1374,0.1859
FI,Expenditure on general public services,7.9056,7.7335,7.9364,7.9293,8.4174
FI,Expenditure on health,7.1792,7.0119,7.0729,7.128,7.6884
FI,Expenditure on hospital services,3.117,3.0667,3.0989,3.12,3.2969
FI,Expenditure on housing,0.4965,0.5581,0.6378,0.621,0.6635
FI,Expenditure on housing & community amenities,0.3117,0.3235,0.2943,0.3099,0.3218
FI,Expenditure on housing development,-0.0377,-0.0247,-0.0523,-0.0421,-0.0428
FI,Expenditure on law courts,0.2317,0.2404,0.2369,0.257,0.2396
FI,"Expenditure on medical products, appliances, & equip",0.662,0.6257,0.6412,0.6585,0.7126
